Jurisdiction ,Facility Name,Facility Type,Total RC,Date
Tehama,Tehama County Jail,II,191,10/11/2022
Trinity,Trinity Co. Detention Facility,II,53,10/11/2022
Trinity,Trinity Co. Detention Facility (replacement),II,72,10/11/2022
Tulare,So. County Det Fac,II,244,10/11/2022
Tulare,Pre-Trial Facility,II,384,10/11/2022
Tulare,Bob Wiley Detention Facility,II,696,10/11/2022
Tuolumne,J.H. Dambacher Detention Center,II,234,10/11/2022
Ventura,Ventura County Main Jail,II,823,10/11/2022
Ventura,Todd Road Jail,II,796,10/11/2022
Yolo,Monroe Detention Center,II,274,10/11/2022
Yuba,Yuba County Jail,II,430,10/11/2022
Alameda,Santa Rita Jail,II,3812,7/15/2022
Amador,Amador County Jail,II,76,7/15/2022
Butte,Butte County Jail,II,614,7/15/2022
Calaveras,Calaveras Co. Adult Detention Facility,II,128,7/15/2022
Colusa,Colusa County Jail,II,92,7/15/2022
Contra Costa,Martinez Detention Facility,II,695,7/15/2022
Contra Costa,Marsh Creek Detention Facility,III,188,7/15/2022
Contra Costa,West County Detention Facility,II,1096,7/15/2022
Del Norte,Del Norte County Jail,II,146,7/15/2022
El Dorado,El Dorado County Jail,II,303,7/15/2022
El Dorado,South Lake Tahoe Jail,II,158,7/15/2022
Fresno,Fresno South Annex Jail,II,528,7/15/2022
Fresno,Fresno North Annex Jail,II,1152,7/15/2022
Fresno,Fresno County Main Jail,II,1064,7/15/2022
Glenn,Glenn Co Adult Detention Fac,II,144,7/15/2022
Humboldt,Humboldt Co. Corr. Facility,II,417,7/15/2022
Imperial,Imperial Adult Regional  Fac.,II,276,7/15/2022
Imperial,Herbert Hughes Corr. Center,II,324,7/15/2022
Imperial,Oren Fox Detention Facility,II,270,7/15/2022
Inyo,Inyo County Jail,II,96,7/15/2022
Kern,Central Receiving Facility,II,292,7/15/2022
Kern,Lerdo Pre-Trial Facility,II,1336,7/15/2022
Kern,Lerdo Maximum/Medium,II,408,7/15/2022
Kern,Kern County Justice Facility,II,796,7/15/2022
Kern,Lerdo Minimum Facility,II,792,7/15/2022
Kings,Kings County Jail Facility,II,613,7/15/2022
Lake,Lake County Jail- Hill Road Facility,II,286,7/15/2022
Lassen,Lassen Adult Detention Facility,II,231,7/15/2022
Lassen,Lassen County Adult Jail Annex,II,40,7/15/2022
Los Angeles,LA Men's Central Jail,II,3512,7/15/2022
Los Angeles,LA Twin Towers Corr. Facility,II,2432,7/15/2022
Los Angeles,L A Inmate Reception Center,II,0,7/15/2022
Los Angeles,LA North County Corr. Facility,II,2214,7/15/2022
Los Angeles,LA Pitchess East Facility,II,926,7/15/2022
Los Angeles,LA Pitchess South (No.  Annex),II,782,7/15/2022
Los Angeles,LA Pitchess North Facility,II,830,7/15/2022
Los Angeles,LA Century Reg. Det. Facility,II,1708,7/15/2022
Madera,Madera Adult Correctional Fac,II,560,7/15/2022
Marin,Marin County Jail,II,349,7/15/2022
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,7/15/2022
Mendocino,Mendocino Adult Det. Facility,II,295,7/15/2022
Merced,Merced County Jail,II,189,7/15/2022
Merced,John Latorraca Correctional Center,II,566,7/15/2022
Modoc,Modoc County Jail,II,43,7/15/2022
Mono,Mono County Jail,II,48,7/15/2022
Monterey,Monterey County Jail,II,1151,7/15/2022
Napa,Napa County Jail,II,276,7/15/2022
Napa,Staff Secure Facility/Transitional Facility,IV,72,7/15/2022
Nevada,Wayne Brown Correctional Facility,II,284,7/15/2022
Orange,Orange County Mens Jail,II,1219,7/15/2022
Orange,Intake Release Center,II,407,7/15/2022
Orange,Orange County Women's Jail,II,270,7/15/2022
Orange,James A  Musick Facilities,II,449,7/15/2022
Orange,Theo Lacy,II,2080,7/15/2022
Orange,Santa Ana Police Facility,II,503,7/15/2022
Placer,Placer County Main Jail,II,492,7/15/2022
Placer,South Placer Jail,II,300,7/15/2022
Placer,So. Placer Mimimum Security,II,120,7/15/2022
Plumas,Plumas County Jail,II,67,7/15/2022
Riverside,Robert Presley Detention Ctr.,II,760,7/15/2022
Riverside,Larry D. Smith Correctional Facility,II,1458,7/15/2022
Riverside,Cois Byrd Detention Center,II,1142,7/15/2022
Riverside,Blythe Jail,II,79,7/15/2022
Riverside,John J. Benoit Detention Center,II,1536,7/15/2022
Sacramento,Sacramento County Main Jail,II,2380,7/15/2022
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,7/15/2022
San Benito,San Benito Adult Detention,II,142,7/15/2022
San Benito,Curtis J. Hill Rehabilitation Center,II,72,7/15/2022
San Bernardino,San Bernardino Central Detention Center,II,712,7/15/2022
San Bernardino,San Bernardino Glen Helen,II,1070,7/15/2022
San Bernardino,San Bernardino High Desert Detention Center,II,2098,7/15/2022
San Bernardino,West Valley Detention Center,II,3072,7/15/2022
San Diego,San Diego Central Jail,II,946,7/15/2022
San Diego,Las Colinas Women's Detention,II,1216,7/15/2022
San Diego,Facility # 8,II,200,7/15/2022
San Diego,South Bay Detention Facility,II,386,7/15/2022
San Diego,George Bailey Detention Facility,II,1380,7/15/2022
San Diego,East Mesa Reentry Facility,II,760,7/15/2022
San Diego,Vista Detention Facility,II,807,7/15/2022
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,488,7/15/2022
San Francisco,San Francisco County Jail #2,II,392,7/15/2022
San Francisco,San Francisco Co. Jail #3,II,768,7/15/2022
San Francisco,San Francisco Co. Jail #3 Annex,II,124,7/15/2022
San Joaquin,John J. Zunino Facility,II,1195,7/15/2022
San Joaquin,San Joaquin County Honor Farm,II,355,7/15/2022
San Luis Obispo,San Luis Obispo County Jail,II,639,7/15/2022
San Luis Obispo,San Luis Obispo Honor Farm,III,63,7/15/2022
San Mateo,Maguire Correctional Facility,II,688,7/15/2022
San Mateo,Maple Steet Correctional Facility,II,586,7/15/2022
San Mateo,SM Transitional Facility,IV,88,7/15/2022
Santa Barbara,Santa Barbara County Main Jail,II,615,7/15/2022
Santa Barbara,Northern Branch Jail,II,344,7/15/2022
Santa Barbara,Medium Security Facility,II,160,7/15/2022
Santa Clara,Santa Clara County Main Jail,II,1350,7/15/2022
Santa Clara,Elmwood Complex - Men's facility,II,2397,7/15/2022
Santa Clara,Elmwood Complex - Women's Facility,II,634,7/15/2022
Santa Cruz,Santa Cruz County Jail,II,319,7/15/2022
Santa Cruz,Santa Cruz Roundtree Lane Min,II,96,7/15/2022
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,7/15/2022
Shasta,Shasta County Main Jail,II,381,7/15/2022
Siskiyou,Siskiyou County Jail,II,104,7/15/2022
Solano,Claybank Facility,II,358,7/15/2022
Solano,Stanton Correctional Facility,II,365,7/15/2022
Solano,Solano County Justice Center,II,712,7/15/2022
Sonoma,Sonoma Main Adult Detention,II,848,7/15/2022
Sonoma,Sonoma-North County Facility,II,561,7/15/2022
Stanislaus,Sheriff's Detention Center East & West,II,1014,7/15/2022
Stanislaus,REACT Center,II,288,7/15/2022
Stanislaus,Minimum Housing Units 1 & 2,II,384,7/15/2022
Sutter,Sutter County Jail,II,400,7/15/2022
Tehama,Tehama County Jail,II,191,7/15/2022
Trinity,Trinity Co. Detention Facility,II,53,7/15/2022
Tulare,So. County Det Fac,II,244,7/15/2022
Tulare,Pre-Trial Facility,II,384,7/15/2022
Tulare,Bob Wiley Detention Facility,II,696,7/15/2022
Tuolumne,J.H. Dambacher Detention Center,II,234,7/15/2022
Ventura,Ventura County Main Jail,II,823,7/15/2022
Ventura,Todd Road Jail,II,796,7/15/2022
Yolo,Monroe Detention Center,II,274,7/15/2022
Yuba,Yuba County Jail,II,426,7/15/2022
Alameda,Santa Rita Jail,II,3812,3/25/2022
Amador,Amador County Jail,II,76,3/25/2022
Butte,Butte County Jail,II,614,3/25/2022
Calaveras,Calaveras Co. Adult Detention Facility,II,128,3/25/2022
Colusa,Colusa County Jail,II,92,3/25/2022
Contra Costa,Martinez Detention Facility,II,695,3/25/2022
Contra Costa,Marsh Creek Detention Facility,III,188,3/25/2022
Contra Costa,West County Detention Facility,II,1096,3/25/2022
Del Norte,Del Norte County Jail,II,146,3/25/2022
El Dorado,El Dorado County Jail,II,303,3/25/2022
El Dorado,South Lake Tahoe Jail,II,158,3/25/2022
Fresno,Fresno South Annex Jail,II,528,3/25/2022
Fresno,Fresno North Annex Jail,II,1152,3/25/2022
Fresno,Fresno County Main Jail,II,1064,3/25/2022
Glenn,Glenn Co Adult Detention Fac,II,144,3/25/2022
Humboldt,Humboldt Co. Corr. Facility,II,417,3/25/2022
Imperial,Imperial Adult Regional  Fac.,II,276,3/25/2022
Imperial,Herbert Hughes Corr. Center,II,324,3/25/2022
Imperial,Oren Fox Detention Facility,II,270,3/25/2022
Inyo,Inyo County Jail,II,96,3/25/2022
Kern,Central Receiving Facility,II,292,3/25/2022
Kern,Lerdo Pre-Trial Facility,II,1336,3/25/2022
Kern,Lerdo Maximum/Medium,II,408,3/25/2022
Kern,Kern County Justice Facility,II,796,3/25/2022
Kern,Lerdo Minimum Facility,II,792,3/25/2022
Kings,Kings County Jail Facility,II,613,3/25/2022
Lake,Lake County Jail- Hill Road Facility,II,286,3/25/2022
Lassen,Lassen Adult Detention Facility,II,231,3/25/2022
Lassen,Lassen County Adult Jail Annex,II,40,3/25/2022
Los Angeles,LA Men's Central Jail,II,3512,3/25/2022
Los Angeles,LA Twin Towers Corr. Facility,II,2432,3/25/2022
Los Angeles,L A Inmate Reception Center,II,0,3/25/2022
Los Angeles,LA North County Corr. Facility,II,2214,3/25/2022
Los Angeles,LA Pitchess East Facility,II,926,3/25/2022
Los Angeles,LA Pitchess South (No.  Annex),II,782,3/25/2022
Los Angeles,LA Pitchess North Facility,II,830,3/25/2022
Los Angeles,LA Century Reg. Det. Facility,II,1708,3/25/2022
Madera,Madera Adult Correctional Fac,II,560,3/25/2022
Marin,Marin County Jail,II,349,3/25/2022
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,3/25/2022
Mendocino,Mendocino Adult Det. Facility,II,295,3/25/2022
Merced,Merced County Jail,II,189,3/25/2022
Merced,John Latorraca Correctional Center,II,566,3/25/2022
Modoc,Modoc County Jail,II,43,3/25/2022
Mono,Mono County Jail,II,48,3/25/2022
Monterey,Monterey County Jail,II,1151,3/25/2022
Napa,Napa County Jail,II,276,3/25/2022
Napa,Staff Secure Facility/Transitional Facility,IV,72,3/25/2022
Nevada,Wayne Brown Correctional Facility,II,284,3/25/2022
Orange,Orange County Mens Jail,II,1219,3/25/2022
Orange,Intake Release Center,II,407,3/25/2022
Orange,Orange County Women's Jail,II,270,3/25/2022
Orange,James A  Musick Facilities,II,449,3/25/2022
Orange,Theo Lacy,II,2080,3/25/2022
Orange,Santa Ana Police Facility,II,503,3/25/2022
Placer,Placer County Main Jail,II,492,3/25/2022
Placer,South Placer Jail,II,300,3/25/2022
Placer,So. Placer Mimimum Security,II,120,3/25/2022
Plumas,Plumas County Jail,II,67,3/25/2022
Riverside,Robert Presley Detention Ctr.,II,760,3/25/2022
Riverside,Larry D. Smith Correctional Facility,II,1458,3/25/2022
Riverside,Cois Byrd Detention Center,II,1142,3/25/2022
Riverside,Blythe Jail,II,79,3/25/2022
Riverside,John J. Benoit Detention Center,II,1536,3/25/2022
Sacramento,Sacramento County Main Jail,II,2380,3/25/2022
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,3/25/2022
San Benito,San Benito Adult Detention,II,142,3/25/2022
San Benito,Curtis J. Hill Rehabilitation Center,II,72,3/25/2022
San Bernardino,San Bernardino Central Detention Center,II,712,3/25/2022
San Bernardino,San Bernardino Glen Helen,II,1070,3/25/2022
San Bernardino,San Bernardino High Desert Detention Center,II,2098,3/25/2022
San Bernardino,West Valley Detention Center,II,3072,3/25/2022
San Diego,San Diego Central Jail,II,946,3/25/2022
San Diego,Las Colinas Women's Detention,II,1216,3/25/2022
San Diego,Facility # 8,II,200,3/25/2022
San Diego,South Bay Detention Facility,II,386,3/25/2022
San Diego,George Bailey Detention Facility,II,1380,3/25/2022
San Diego,East Mesa Reentry Facility,II,760,3/25/2022
San Diego,Vista Detention Facility,II,807,3/25/2022
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,488,3/25/2022
San Francisco,San Francisco County Jail #2,II,392,3/25/2022
San Francisco,San Francisco Co. Jail #3,II,768,3/25/2022
San Francisco,San Francisco Co. Jail #3 Annex,II,124,3/25/2022
San Joaquin,John J. Zunino Facility,II,1195,3/25/2022
San Joaquin,San Joaquin County Honor Farm,II,355,3/25/2022
San Luis Obispo,San Luis Obispo County Jail,II,639,3/25/2022
San Luis Obispo,San Luis Obispo Honor Farm,III,63,3/25/2022
San Mateo,Maguire Correctional Facility,II,688,3/25/2022
San Mateo,Maple Steet Correctional Facility,II,586,3/25/2022
San Mateo,SM Transitional Facility,IV,88,3/25/2022
Santa Barbara,Santa Barbara County Main Jail,II,615,3/25/2022
Santa Barbara,Northern Branch Jail,II,344,3/25/2022
Santa Barbara,Medium Security Facility,II,160,3/25/2022
Santa Clara,Santa Clara County Main Jail,II,1350,3/25/2022
Santa Clara,Elmwood Complex - Men's facility,II,2397,3/25/2022
Santa Clara,Elmwood Complex - Women's Facility,II,634,3/25/2022
Santa Cruz,Santa Cruz County Jail,II,319,3/25/2022
Santa Cruz,Santa Cruz Roundtree Lane Min,II,96,3/25/2022
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,3/25/2022
Shasta,Shasta County Main Jail,II,381,3/25/2022
Siskiyou,Siskiyou County Jail,II,104,3/25/2022
Solano,Claybank Facility,II,358,3/25/2022
Solano,Stanton Correctional Facility,II,365,3/25/2022
Solano,Solano County Justice Center,II,712,3/25/2022
Sonoma,Sonoma Main Adult Detention,II,848,3/25/2022
Sonoma,Sonoma-North County Facility,II,561,3/25/2022
Stanislaus,Sheriff's Detention Center East & West,II,1014,3/25/2022
Stanislaus,REACT Center,II,288,3/25/2022
Stanislaus,Minimum Housing Units 1 & 2,II,384,3/25/2022
Sutter,Sutter County Jail,II,400,3/25/2022
Tehama,Tehama County Jail,II,191,3/25/2022
Trinity,Trinity Co. Detention Facility,II,53,3/25/2022
Tulare,Tulare County Jail,II,272,3/25/2022
Tulare,So. County Det Fac,II,244,3/25/2022
Tulare,Pre-Trial Facility,II,384,3/25/2022
Tulare,Bob Wiley Detention Facility,II,696,3/25/2022
Tuolumne,J.H. Dambacher Detention Center,II,234,3/25/2022
Ventura,Ventura County Main Jail,II,823,3/25/2022
Ventura,Todd Road Jail,II,796,3/25/2022
Yolo,Monroe Detention Center,II,274,3/25/2022
Yuba,Yuba County Jail,II,426,3/25/2022
Alameda,Santa Rita Jail,II,3812,3/1/2021
Amador,Amador County Jail,II,76,3/1/2021
Butte,Butte County Jail,II,614,3/1/2021
Calaveras,Calaveras Co. Adult Detention Facility,II,128,3/1/2021
Colusa,Colusa County Jail,II,92,3/1/2021
Contra Costa,Martinez Detention Facility,II,695,3/1/2021
Contra Costa,West County Detention Facility,II,1096,3/1/2021
Contra Costa,Marsh Creek Detention Facility,III,188,3/1/2021
Del Norte,Del Norte County Jail,II,146,3/1/2021
El Dorado,El Dorado County Jail,II,303,3/1/2021
El Dorado,South Lake Tahoe Jail,II,158,3/1/2021
Fresno,Fresno South Annex Jail,II,528,3/1/2021
Fresno,Fresno North Annex Jail,II,1152,3/1/2021
Fresno,Fresno County Main Jail,II,1064,3/1/2021
Glenn,Glenn Co Adult Detention Fac,II,144,3/1/2021
Humboldt,Humboldt Co. Corr. Facility,II,417,3/1/2021
Imperial,Imperial Adult Regional  Fac.,II,276,3/1/2021
Imperial,Herbert Hughes Corr. Center,II,324,3/1/2021
Imperial,Oren Fox Detention Facility,II,270,3/1/2021
Inyo,Inyo County Jail,II,96,3/1/2021
Kern,Central Receiving Facility,II,292,3/1/2021
Kern,Lerdo Pre-Trial Facility,II,1336,3/1/2021
Kern,Lerdo Maximum/Medium,II,408,3/1/2021
Kern,Kern County Justice Facility,II,796,3/1/2021
Kern,Lerdo Minimum Facility,II,792,3/1/2021
Kings,Kings County Jail Facility,II,613,3/1/2021
Lake,Lake County Jail- Hill Road Facility,II,286,3/1/2021
Lassen,Lassen Adult Detention Facility,II,231,3/1/2021
Lassen,Lassen County Adult Jail Annex,II,40,3/1/2021
Los Angeles,LA Men's Central Jail,II,3512,3/1/2021
Los Angeles,LA Twin Towers Corr. Facility,II,2432,3/1/2021
Los Angeles,L A Inmate Reception Center,II,0,3/1/2021
Los Angeles,LA North County Corr. Facility,II,2214,3/1/2021
Los Angeles,LA Pitchess East Facility,II,926,3/1/2021
Los Angeles,LA Pitchess South (No.  Annex),II,782,3/1/2021
Los Angeles,LA Pitchess North Facility,II,830,3/1/2021
Los Angeles,LA Century Reg. Det. Facility,II,1708,3/1/2021
Madera,Madera Adult Correctional Fac,II,560,3/1/2021
Marin,Marin County Jail,II,349,3/1/2021
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,3/1/2021
Mendocino,Mendocino Adult Det. Facility,II,295,3/1/2021
Merced,Merced County Jail,II,189,3/1/2021
Merced,John Latorraca Correctional Center,II,566,3/1/2021
Modoc,Modoc County Jail,II,43,3/1/2021
Mono,Mono County Jail,II,48,3/1/2021
Monterey,Monterey County Jail,II,1151,3/1/2021
Napa,Napa County Jail,II,276,3/1/2021
Napa,Staff Secure Facility,IV,72,3/1/2021
Nevada,Wayne Brown Correctional Facility,II,284,3/1/2021
Orange,Orange County Mens Jail,II,1219,3/1/2021
Orange,Intake Release Center,II,407,3/1/2021
Orange,Orange County Women's Jail,II,270,3/1/2021
Orange,James A  Musick Facilities,II,449,3/1/2021
Orange,Theo Lacy,II,2080,3/1/2021
Placer,Placer County Main Jail,II,492,3/1/2021
Placer,South Placer Jail,II,300,3/1/2021
Placer,So. Placer Mimimum Security,II,120,3/1/2021
Plumas,Plumas County Jail,II,67,3/1/2021
Riverside,Robert Presley Detention Ctr.,II,760,3/1/2021
Riverside,Larry D. Smith Correctional Facility,II,1458,3/1/2021
Riverside,Cois Byrd Detention Center,II,1142,3/1/2021
Riverside,Blythe Jail,II,79,3/1/2021
Riverside,John J. Benoit Detention Center,II,1536,3/1/2021
Sacramento,Sacramento County Main Jail,II,2380,3/1/2021
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,3/1/2021
San Benito,San Benito Adult Detention,II,142,3/1/2021
San Bernardino,San Bernardino Central Detention Center,II,712,3/1/2021
San Bernardino,San Bernardino Glen Helen,II,1070,3/1/2021
San Bernardino,San Bernardino High Desert Detention Center,II,2098,3/1/2021
San Bernardino,West Valley Detention Center,II,3072,3/1/2021
San Diego,San Diego Central Jail,II,946,3/1/2021
San Diego,Las Colinas Women's Detention,II,1216,3/1/2021
San Diego,Facility # 8,II,200,3/1/2021
San Diego,South Bay Detention Facility,II,386,3/1/2021
San Diego,George Bailey Detention Facility,II,1380,3/1/2021
San Diego,East Mesa Reentry Facility,II,760,3/1/2021
San Diego,Vista Detention Facility,II,807,3/1/2021
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,488,3/1/2021
San Francisco,San Francisco County Jail #2,II,392,3/1/2021
San Francisco,San Francisco Co. Jail #3,II,768,3/1/2021
San Francisco,San Francisco Co. Jail #3 Annex,II,124,3/1/2021
San Joaquin,John J. Zunino Facility,II,1195,3/1/2021
San Joaquin,San Joaquin County Honor Farm,II,355,3/1/2021
San Luis Obispo,San Luis Obispo County Jail,II,639,3/1/2021
San Luis Obispo,San Luis Obispo Honor Farm,III,63,3/1/2021
San Mateo,Maguire Correctional Facility,II,688,3/1/2021
San Mateo,Maple Steet Correctional Facility,II,586,3/1/2021
San Mateo,SM Transitional Facility,IV,88,3/1/2021
Santa Barbara,Santa Barbara County Main Jail,II,615,3/1/2021
Santa Barbara,Medium Security Facility,II,160,3/1/2021
Santa Clara,Santa Clara County Main Jail,II,1350,3/1/2021
Santa Clara,Elmwood Complex - Men's facility,II,2397,3/1/2021
Santa Clara,Elmwood Complex - Women's Facility,II,634,3/1/2021
Santa Cruz,Santa Cruz CountyJail,II,319,3/1/2021
Santa Cruz,Santa Cruz Roundtree Lane Min,II,96,3/1/2021
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,3/1/2021
Shasta,Shasta County Main Jail,II,381,3/1/2021
Siskiyou,Siskiyou County Jail,II,104,3/1/2021
Solano,Claybank Facility,II,358,3/1/2021
Solano,Stanton Correctional Facility,II,365,3/1/2021
Solano,Solano County Justice Center,II,712,3/1/2021
Sonoma,Sonoma Main Adult Detention,II,848,3/1/2021
Sonoma,Sonoma-North County Facility,II,561,3/1/2021
Stanislaus,Stanislaus Co Public Safety Center,II,1014,3/1/2021
Stanislaus,REACT Center,II,288,3/1/2021
Stanislaus,Public Safety Cntr Units 1 & 2,II,384,3/1/2021
Sutter,Sutter County Jail,II,400,3/1/2021
Tehama,Tehama County Jail,II,191,3/1/2021
Trinity,Trinity Co. Detention Facility,II,53,3/1/2021
Tulare,Tulare County Jail,II,272,3/1/2021
Tulare,So. County Det Fac,II,244,3/1/2021
Tulare,Pre-Trial Facility,II,384,3/1/2021
Tulare,Bob Wiley Detention Facility,II,696,3/1/2021
Tuolumne,J.H. Dambacher Detention Center,II,234,3/1/2021
Ventura,Ventura County Main Jail,II,823,3/1/2021
Ventura,Todd Road Jail,II,796,3/1/2021
Yolo,Monroe Detention Center,II,274,3/1/2021
Yuba,Yuba County Jail,II,426,3/1/2021
Santa Ana PD,Santa Ana Police Facility,II,503,3/1/2021
Alameda,Santa Rita Jail,II,3489,2/1/2021
Amador,Amador County Jail,II,76,2/1/2021
Butte,Butte County Jail,II,614,2/1/2021
